id,nombre,facebook
SB-REST-AUD-409EF246,Doni's Pizza Laguitos | Tuxtla Gutiérrez,https://www.facebook.com/donispizzalaguitos
SB-REST-AUD-0FBBED27,El Canillas [Restaurante],https://m.facebook.com/ElCanillas
SB-REST-AUD-BB0D5136,El Corralito Boneless | Tuxtla Gutiérrez,https://www.facebook.com/p/El-Corralito-Boneless-100082817427444
SB-REST-AUD-B64E060D,EL DELFÍN DE LUCIO,https://www.facebook.com/marisqueriaeldelfindelucio
SB-REST-AUD-976CBEFF,EL JR TACOS | Tuxtla Gutiérrez,https://www.facebook.com/ELJRTACO
SB-REST-AUD-CB7C7684,El Mar Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/elmar.restaurante.3
SB-REST-AUD-B8CDA7BF,El Michoacano Tacos y Gorditas | Tuxtla Gutiérrez,https://www.facebook.com/61577914376590
SB-REST-AUD-A6FA9473,El Mixiote Restaurant | Tuxtla Gutiérrez,https://www.facebook.com/mixiote.restaurant
SB-REST-AUD-7B1F8CF9,El Molino Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/ElMolinoTuxtla
SB-REST-AUD-46750477,El Morro Tacos y Carnes | Tuxtla Gutiérrez,https://www.facebook.com/ElMorroTacosyCarnes
SB-REST-AUD-FA980E16,El MORRO. | Tuxtla Gutiérrez,https://www.facebook.com/taqueriaelmorro
SB-REST-AUD-8F5CA28B,El Oso Hormiguero Resto•Bar | Tuxtla Gutiérrez,https://www.facebook.com/p/El-Oso-Hormiguero-RestoBar-61561182140778
SB-REST-AUD-EB1CCBAB,El Paisa - Tacos y consomé de Birria | Tuxtla Gutiérrez,https://www.facebook.com/p/El-Paisa-Tacos-y-consom%C3%A9-de-Birria-100077260763182
SB-REST-AUD-2B90349C,El Parachico Tacos | Tuxtla Gutiérrez,https://www.facebook.com/elparachicotacos
SB-REST-AUD-BA75CD99,El Pillo Hamburguesas | Tuxtla,https://www.facebook.com/p/El-Pillo-Hamburguesas-100054500917992
SB-REST-AUD-31BBCBED,"El profesor "" carnes asadas "" (@ElProfesorComidaGourmet)",https://www.facebook.com/ElProfesorComidaGourmet
SB-REST-AUD-45D35C3F,"El Puerto, Mariscos - Tuxtla Gutiérrez",https://www.facebook.com/100054281960008
SB-REST-AUD-73E0C971,El Punto Pizzería Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/Elpuntopizzeriasuctuxtla
SB-REST-AUD-ECD3F044,El Reparo Wings | Tuxtla Gutiérrez,https://www.facebook.com/ElReparoWings
SB-REST-AUD-5BA27135,El Rey Azul | Tuxtla Gutiérrez,https://www.facebook.com/elreyazulrestaurantedemariscos
SB-REST-AUD-D239B5BE,el rey del taco tacos y antojitos | Tuxtla Gutiérrez,https://www.facebook.com/p/el-rey-del-taco-tacos-y-antojitos-100088248277857
SB-REST-AUD-5FAEA355,El Rincón de Josefina,https://www.facebook.com/share/1DFxt6cUwY
SB-REST-AUD-79F7AEEC,El Taco Loco | Tuxtla Gutiérrez,https://www.facebook.com/UnLocoSaborParaCompartir
SB-REST-AUD-C7D30B2C,El tiburón,https://www.facebook.com/El-tibur%C3%B3n-104384054918431
SB-REST-AUD-30B89E67,El Zarandeao Cevicheria&Pescaderia | Tuxtla Gutiérrez,https://www.facebook.com/elzarandeaochiapas
SB-REST-AUD-9386239D,Elizabeth Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/p/Elizabeth-Restaurante-61567304270272
SB-REST-AUD-2FE6496B,Feria del Taco | Tuxtla Gutiérrez,https://www.facebook.com/p/Feria-del-Taco-100069244330019
SB-REST-AUD-A267DF78,Finca Cafe | Tuxtla Gutiérrez,https://www.facebook.com/finca1748
SB-REST-AUD-BA80408E,Flamingazos Pizza - Tuxtla Gutiérrez,https://www.facebook.com/flamingazospizza
SB-REST-AUD-011526CA,Florentina Pizzas | Tuxtla Gutiérrez,https://www.facebook.com/florentina.pizzas
SB-REST-AUD-E34E7245,"Frappes, Alitas y Más ""J&J"" | Tuxtla Gutiérrez",https://www.facebook.com/frappesalitasymasJyJ
SB-REST-AUD-98F88D9B,fries & wings,https://www.facebook.com/Fries-wings-110980007376454
SB-REST-AUD-CA8581DD,Frontera Sur | Tuxtla Gutiérrez,https://www.facebook.com/fronterasurhamburguesas
SB-REST-AUD-51D219C2,Gabana Café | Tuxtla Gutiérrez,https://www.facebook.com/gabanacafetgz
SB-REST-AUD-DA508376,Gloria's Cafeteria | Tuxtla Gutiérrez,https://www.facebook.com/CafeteriaGlorias
SB-REST-AUD-EC0CAC91,GUGO Restaurant,https://www.facebook.com/GUGORestaurant
SB-REST-AUD-E8D420C5,Hai Sushi | Tuxtla Gutiérrez,https://www.facebook.com/p/Hai-Sushi-100070364799891
SB-REST-AUD-23724D38,Hamburguesas al Carbon Tía Julia | Tuxtla Gutiérrez,https://www.facebook.com/HamburguesasTiaJulia
SB-REST-AUD-27C935B4,"Hamburguesas al carbón ""Don Cangrejo"" | Tuxtla Gutiérrez",https://www.facebook.com/p/Hamburguesas-al-carb%C3%B3n-Don-Cangrejo-100064000149564
SB-REST-AUD-B8D89D97,"Hamburguesas al carbón ""Dos hermanos"" | Berriozábal",https://www.facebook.com/p/Hamburguesas-al-carb%C3%B3n-Dos-hermanos-61556917964171
SB-REST-AUD-27A804D6,Hamburguesas del Barrio | Tuxtla Gutiérrez,https://www.facebook.com/DELBARRIOHAMBURGUESAS
SB-REST-AUD-C4563F03,Hamburguesas el colocho | Tuxtla Gutiérrez,https://www.facebook.com/alcaerbon
SB-REST-AUD-C17362E7,Hamburguesas Gigantes Del Crucero de Terán,https://www.facebook.com/HamburguesasGigantesDelCruceroDeTeran
SB-REST-AUD-18D4BA0C,Hamburguesas La hacienda | Tuxtla Gutiérrez,https://www.facebook.com/p/Hamburguesas-La-hacienda-100070918051972
SB-REST-AUD-89292DCB,HAMBURGUESAS LAS CHIDAS,https://www.facebook.com/104299211394472
SB-REST-AUD-EB8E21DF,Hamburguesas Las Magníficas | Tuxtla Gutiérrez,https://www.facebook.com/hamburguesaslasmagnificas
SB-REST-AUD-69EC924F,Hamburguesas Ross-Betty | Tuxtla Gutiérrez,https://www.facebook.com/Hamburguesasrossbetty
SB-REST-AUD-1D1BA3D4,Hamburguesas y alitas jireh,https://www.facebook.com/share/1Fqs1bKyZK
SB-REST-AUD-A53642A9,Hamburguesas y alitas Y Jireh | Tuxtla Gutiérrez Centro,https://www.facebook.com/people/Hamburguesas-y-alitas-Y-Jireh/61581238306400
SB-REST-AUD-3B495155,"Hamburguesas y hot dog ""La 7a"". | Tuxtla Gutiérrez",https://www.facebook.com/p/Hamburguesas-y-hot-dog-La-7a-100083000898539
SB-REST-AUD-9B379A21,Hamburguesas Y Hot Dog “El Pillo” - Home,https://www.facebook.com/1422520924658464
SB-REST-AUD-80DA3E0B,Hamburguesas y Hot Dogs el Brother | Tuxtla Gutiérrez,https://www.facebook.com/p/Hamburguesas-y-Hot-Dogs-el-Brother-61585165942359
SB-REST-AUD-68482855,"Hamburguesas, alitas, tacos Callejón Gourmet | Tuxtla ...",https://www.facebook.com/callejongourmet
SB-REST-AUD-6A07472E,Hamburguesería Cúrcuma | Tuxtla Gutiérrez,https://www.facebook.com/p/Hamburgueser%C3%ADa-C%C3%BArcuma-100063767073101
SB-REST-AUD-74EEB4A4,Hanasho Sushi Bar | Tuxtla Gutiérrez,https://www.facebook.com/p/Hanasho-Sushi-Bar-100063473743649
SB-REST-AUD-1470A33D,Hanaya Sushi - San Cristóbal de Las Casas,https://www.facebook.com/HanayaSushiSanCristobal
SB-REST-AUD-E132F915,Hanaya Sushi | Tuxtla Gutiérrez,https://www.facebook.com/HANAYAsushis
SB-REST-AUD-25316760,Haruki Sushi Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/HarukiSushiTuxtla
SB-REST-AUD-9469A241,Hierba Santa - Cafetería Vegetal | Tuxtla Gutiérrez,https://www.facebook.com/p/Hierba-Santa-Cafeter%C3%ADa-Vegetal-100077687675466
SB-REST-AUD-5AB712A9,"Hot Dog y Hamburguesas ""El Ovniverso"" | Tuxtla Gutiérrez",https://www.facebook.com/p/Hot-Dog-y-Hamburguesas-El-Ovniverso-100076150691175
SB-REST-AUD-2B1E67DF,Hotaru ramen Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/hotaruramentuxtla
SB-REST-AUD-BA1E37A1,Humo y Leña Tuxtla,https://www.facebook.com/humoylenatuxtla
SB-REST-AUD-00442104,Instituto del Café de Chiapas | Tuxtla,https://www.facebook.com/INCAFECH
SB-REST-AUD-FA868865,Introductores de Pescados y Mariscos “Oelito” Mercado del ...,https://www.facebook.com/p/Introductores-de-Pescados-y-Mariscos-Oelito-Mercado-del-Norte-Chiapas-100063749102803
SB-REST-AUD-37845CD3,Japan Roll Sushi,https://www.facebook.com/p/Japan-Roll-100039385225030
SB-REST-AUD-8FF3A3B5,Jochos Jarochos Tuxtla,https://mobile.facebook.com/JochosJarochosVhsa
SB-REST-AUD-76BF0906,Kabuki Restaurant | Tuxtla Gutiérrez,https://www.facebook.com/KABUKITUXTLARestaurant
SB-REST-AUD-7FDD092A,Kafe Prodyser,https://www.facebook.com/KAFEPRODYSER
SB-REST-AUD-2DFE9F4E,KANAKY ROLL,http://www.facebook.com/kannakyroll
SB-REST-AUD-D4DC5DAE,Kchito de Sabor | Tuxtla Gutiérrez,https://www.facebook.com/kchitodesaborsnacksbonelessalitas
SB-REST-AUD-7FC5EE49,Ki-Múul Cafetería Tuxtla - Canirac Chiapas,https://www.facebook.com/kimuulcafeteriamxtuxtla
SB-REST-AUD-DED5031C,Ki-Múul Cafetería Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/pages/category/Coffee-Shop/Ki-M%C3%BAul-Tuxtla-Guti%C3%A9rrez-106097101528648
SB-REST-AUD-94319F07,Kike.Tacos | Tuxtla Gutiérrez,https://www.facebook.com/p/KikeTacos-100069707175299
SB-REST-AUD-F514A029,kirisuto sushi | Tuxtla Gutiérrez,https://www.facebook.com/kirisuto685
SB-REST-AUD-13DF6A87,La Bendición Cafetería | Tuxtla Gutiérrez Centro,https://www.facebook.com/labendicioncafeteria
SB-REST-AUD-0D916544,La Bocabarra | Tuxtla Gutiérrez,https://www.facebook.com/p/La-Bocabarra-100027942717172
SB-REST-AUD-9E2047AC,La Cabaña Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/p/La-Caba%C3%B1a-Restaurante-100092201888281
SB-REST-AUD-614BCB8C,La Cabañita Mirador,https://www.facebook.com/Cocinatradicionalzoque
SB-REST-AUD-551D3168,La Calabaza Restaurant | Tuxtla Gutiérrez,https://www.facebook.com/p/La-Calabaza-Restaurant-100029707009392
SB-REST-AUD-CA1CB2D1,La Campesina cocina tradicional,https://www.facebook.com/people/La-Campesina-Restaurante-Tradicional/61552168863739
SB-REST-AUD-81931D93,La capital pizzas y snacks Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/lacapitalberriozabal
SB-REST-AUD-6CCFCFDA,La Carreta Restaurant & Grill | Tuxtla Gutiérrez,https://www.facebook.com/RestaurantLaCarretaOficial
SB-REST-AUD-819F0AA0,La Casa con Alitas,https://www.facebook.com/LaCasaConAlitasTuxtla
SB-REST-AUD-B3F177B5,La casa con alitas | Tuxtla Gutiérrez,https://www.facebook.com/p/La-casa-con-alitas-61580142831410
SB-REST-AUD-43AB6FBB,La Casa de las Alitas,https://m.facebook.com/LaCasaDeLasAlitass
SB-REST-AUD-4F3B738B,La Casa De Las Alitas | Tuxtla Gutiérrez,https://www.facebook.com/LaCasaDeLasAlitass
SB-REST-AUD-29D69B84,La casa de las hamburguesas | Tuxtla Gutiérrez,https://www.facebook.com/p/La-casa-de-las-hamburguesas-61558729895418
SB-REST-AUD-EE6FD090,La caseta | Tuxtla Gutiérrez,https://www.facebook.com/lacasetafastfood
SB-REST-AUD-6CA1D44F,La Casita Cenaduría,https://www.facebook.com/Cena.lacasita
SB-REST-AUD-121D5FF5,La Casita de Evis,https://www.facebook.com/casa.evis
SB-REST-AUD-73860CF9,La Casona Gourmet,https://www.facebook.com/LaCasonaGourmt
SB-REST-AUD-0D16995C,La Cevichería | Tuxtla Gutiérrez,https://www.facebook.com/lacevicheriatux
SB-REST-AUD-33B5CAC9,La Cocina del Portón,https://www.facebook.com/CocinadelPorton
SB-REST-AUD-D697581D,LA CONQUISTA,https://www.facebook.com/LaConquistaRestauranteFamiliar
SB-REST-AUD-6B9AB15A,La doce restaurant marisqueria y botanas | Tuxtla Gutiérrez,https://www.facebook.com/ladocerestaurant
SB-REST-AUD-8EB22D22,La Esphera Café | Tuxtla Gutiérrez,https://www.facebook.com/LaEspheraCafe
SB-REST-AUD-E2C79393,La Esquina del Café | Tuxtla Gutiérrez,https://www.facebook.com/La.Esquina.del.Cafe.Chiapas
SB-REST-AUD-4811DC51,"LA ESQUINA, hamburguesas & hot dogs",https://m.facebook.com/La-esquina-hamburguesas-y-hot-dogs-103713438072084
SB-REST-AUD-6FBCFABB,"La Estación Plaza Ámbar - Home - Tuxtla Gutiérrez, Chiapas",https://www.facebook.com/948625158620998
SB-REST-AUD-353F3EBD,La farandula | Tuxtla,https://www.facebook.com/lafarandulatacos
SB-REST-AUD-BBA9BA1A,La Flamita MIXE Taqueria | Tuxtla Gutiérrez,https://www.facebook.com/p/La-Flamita-MIXE-Taqueria-100055532900454
SB-REST-AUD-E68FB936,La Fábrica Cafetería | Tuxtla Gutiérrez,https://www.facebook.com/p/La-F%C3%A1brica-Cafeter%C3%ADa-100063654951750
SB-REST-AUD-35C14E6F,La isla tacos De Picaña Tuxtla Gutierrez La Herradura,https://www.facebook.com/pages/La-isla-tacos-De-Pica%C3%B1a-Tuxtla-Gutierrez-La-Herradura/165880747298783
SB-REST-AUD-FB90FC82,La Lomita Restaurante,https://www.facebook.com/lalomitabotanera
SB-REST-AUD-7A2F978B,La Lomita Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/lalomitarestaurant
SB-REST-AUD-DDEE7C69,La Macarena Cocina Española | Tuxtla Gutiérrez,https://www.facebook.com/LaMacarenaCocinaEspanola
SB-REST-AUD-279B4673,La Mies | Tuxtla Gutiérrez,https://www.facebook.com/lamiesrestaurante
SB-REST-AUD-34C42904,La Mocte,https://www.facebook.com/LaMOCTE
SB-REST-AUD-682F1376,La Negrita Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/p/La-Negrita-Restaurante-100065499459112
SB-REST-AUD-0AE950C6,La Palapa de Amado,https://m.facebook.com/La-Palapa-De-Amado-138571942984015
SB-REST-AUD-76680F05,La parrilla de Leo | Tuxtla Gutiérrez,https://www.facebook.com/LaParrillaDeLeo1
SB-REST-AUD-2912C571,"La Pecerita, cócteles y ensaladas de mariscos",https://www.facebook.com/p/La-Pecerita-c%C3%B3cteles-y-ensaladas-de-mariscos-100091639728936
SB-REST-AUD-434678F8,La Perrera / Jochos y Hamburguesas | Tuxtla Gutiérrez,https://www.facebook.com/laperrera.jh
SB-REST-AUD-D036CE3B,La Providencia Taquería Popular | Tuxtla Gutiérrez,https://www.facebook.com/taquerialaprovidencia
SB-REST-AUD-09B341B2,La Roma Taquería - Suaderia. | Tuxtla Gutiérrez,https://www.facebook.com/LaRomaSuaderia
SB-REST-AUD-567E516A,LA SANTA tacos,https://facebook.com/pg/tacoslasanta/menu
SB-REST-AUD-7824E85B,La Santa TACOS | Tuxtla Gutiérrez,https://www.facebook.com/tacoslasanta
SB-REST-AUD-6EA652EE,La Tablita Taquería,https://www.facebook.com/La-Tablita-Taquer%C3%ADa-601456480051197
SB-REST-AUD-86D580D1,La Vistilla | Tuxtla Gutiérrez,https://www.facebook.com/LaVistillaPizzeria
SB-REST-AUD-446281C7,La Yaquesita Tacos | Tuxtla Gutiérrez,https://www.facebook.com/layaquesitatacos1
SB-REST-AUD-90B5DF44,Las Alitas De Mamá | Tuxtla Gutiérrez,https://www.facebook.com/p/Las-Alitas-De-Mam%C3%A1-100090102373035
SB-REST-AUD-2019FF5C,Las Alitas Tuxtla-Chiapas | Tuxtla Gutiérrez,https://www.facebook.com/LasAlitasTuxtla
SB-REST-AUD-B87F8A94,Las campesinas,https://www.facebook.com/Las-campesinas-1926939864081878
SB-REST-AUD-59698D94,Las Canastas | Tuxtla Gutiérrez,https://www.facebook.com/lascanastasrestaurante
SB-REST-AUD-3BDF537E,Layros Pizza | Tuxtla Gutiérrez,https://www.facebook.com/p/Layros-Pizza-61575885601078
SB-REST-AUD-E280C766,Letra Cafetería | Tuxtla Gutiérrez,https://www.facebook.com/p/Letra-Cafeter%C3%ADa-100066822618000
SB-REST-AUD-13021468,LIDOS PIZZA Tuxtla Gutiérrez Chiapas,https://www.facebook.com/p/LIDOS-PIZZA-Tuxtla-Guti%C3%A9rrez-Chiapas-100091615390374
SB-REST-AUD-62F321A2,Lidos Pizza Tuxtla Terán (@61566761820350) - Mentions,https://www.facebook.com/61566761820350
SB-REST-AUD-D17B126A,Like Pizza | Tuxtla Gutiérrez,https://www.facebook.com/LikePizza7
SB-REST-AUD-6EA55C14,Lom Lek Café | Tuxtla Gutiérrez,https://www.facebook.com/LomLekCafe
SB-REST-AUD-B81235E4,London Pint Bar Tuxtla,https://www.facebook.com/p/London-Pint-Bar-Tuxtla-100054543006570
SB-REST-AUD-4D6072B3,Los Brous Hamburgueseria Artesanal | Tuxtla Gutiérrez,https://www.facebook.com/losbroustux
SB-REST-AUD-266F14B5,Los De Guisado Tacos | Tuxtla Gutiérrez,https://www.facebook.com/Losdeguisadotacostuxtla
SB-REST-AUD-199438F4,Los Jochos Del Ocho Libramiento Sur,https://www.facebook.com/losjochosdel8
SB-REST-AUD-45EA7359,Los Morales Tacos (@61554840669653) - Mentions,https://www.facebook.com/61554840669653
SB-REST-AUD-082D635A,Los Morales Tacos | Tuxtla Gutiérrez,https://www.facebook.com/p/Los-Morales-Tacos-61554840669653
SB-REST-AUD-219A480F,Los Rabanitos | Tuxtla Gutiérrez,https://www.facebook.com/losrabanitostaqueria
SB-REST-AUD-20638A74,Los Tamarindos. Restaurante y alberca | Tuxtla Gutiérrez,https://www.facebook.com/LosTamarindosp
SB-REST-AUD-7BD6F6BE,Los Weros Terán Barbacoa y Cochito a La Leña | Tuxtla ...,https://www.facebook.com/cochimecotacos.teran
SB-REST-AUD-6E42D72B,LUCKY comida China | Tuxtla Gutiérrez,https://www.facebook.com/p/LUCKY-comida-China-61556777277198
SB-REST-AUD-6951E6E8,Mamma Mia Pizzería | Tuxtla Gutiérrez,https://www.facebook.com/p/Mamma-Mia-Pizzer%C3%ADa-100057634352157
SB-REST-AUD-74FDC512,Maneki Neko,https://www.facebook.com/Manekineko.tux
SB-REST-AUD-B4BDDB82,Maria Maria Terraza Bar | Tuxtla Gutiérrez,https://www.facebook.com/MariaMariaTerrazaBar
SB-REST-AUD-E28F86EA,"Mariscos a Domicilio Tuxtla Gutiérrez, Chiapas",https://www.facebook.com/MariscosPuertoProgresoTuxtla
SB-REST-AUD-1EC1EFBB,Mariscos Chuchin. | Tuxtla Gutiérrez,https://www.facebook.com/MariscoChuchin
SB-REST-AUD-206423AD,Mariscos El Aliviane | Tuxtla Gutiérrez,https://www.facebook.com/p/Mariscos-El-Aliviane-61579237934393
SB-REST-AUD-B2C1EF17,Marisqueria EL DELFÍN DE LUCIO,https://www.facebook.com/marisqueriaeldelfindelucio
SB-REST-AUD-83009BA7,Marisquería EL DELFÍN DE LUCIO (ANCIANOS),https://www.facebook.com/marisqueriaeldelfindelucio
SB-REST-AUD-D3E65531,Marisquería Marvin 9na Sur,https://www.facebook.com/marisqueria.marvin.986
SB-REST-AUD-B69CC2C3,McCarthy's Irish Pub | Tuxtla Gutiérrez,https://www.facebook.com/McCarthysAmbarFashionMall
SB-REST-AUD-B761C236,Mejican pizza | Tuxtla Gutiérrez,https://www.facebook.com/mejicanpizza
SB-REST-AUD-720A0B33,Meshiroll,https://www.facebook.com/share/18PSWscWZM
SB-REST-AUD-44AFAA58,Mexa Cafetería | Tuxtla Gutiérrez,https://www.facebook.com/p/Mexa-Cafeter%C3%ADa-61577781597439
SB-REST-AUD-33223DE2,Mia pizza | Tuxtla Gutiérrez,https://www.facebook.com/Miapizza.eslapizza
SB-REST-AUD-686C618B,Miches & Alitas | Tuxtla Gutiérrez,https://www.facebook.com/61550706855384
SB-REST-AUD-19F332E2,Mirto Pizzas & Pastas | Tuxtla Gutiérrez,https://www.facebook.com/p/Mirto-Pizzas-Pastas-100089936393466
SB-REST-AUD-E81A6613,Misakiko Burgers | Tuxtla Gutiérrez,https://www.facebook.com/MisakikoBurgersandDrinks
SB-REST-AUD-4CFF0FCC,Miss Alitas | Tuxtla Gutiérrez,https://www.facebook.com/100085291200926
SB-REST-AUD-6BE0E32F,Mister Sushi Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/mistersushituxtla
SB-REST-AUD-75AD07DF,MoLi Café | Tuxtla Gutiérrez,https://www.facebook.com/cafemoli
SB-REST-AUD-5C583155,Monte frio restaurante | Tuxtla Gutiérrez,https://www.facebook.com/p/Monte-frio-restaurante-61558007926849
SB-REST-AUD-FF4A2B15,"Morelia Tacos y Gorditas - Tuxtla Gutiérrez, Chiapas",https://www.facebook.com/Moreliatacosygordas
SB-REST-AUD-53B48B47,Motha's hamburgueseria,https://www.facebook.com/mothasburguer
SB-REST-AUD-3F29A018,Mr. Cat,https://m.facebook.com/Mr.CatBurger
SB-REST-AUD-B7DDBD53,Mr. Scrabyd Marisquería Estilo Luisiana,https://www.facebook.com/mr.scrabyd
SB-REST-AUD-6F100F48,"Muebles y cubiertas para Cocinas Integrales en Tuxtla Gtz, ...",https://www.facebook.com/mueblesmodernosysuperficiessolidasestrada
SB-REST-AUD-4695FA9B,"Munchies land ""pizzas y makis"" | Tuxtla Gutiérrez",https://www.facebook.com/muchies.land
SB-REST-AUD-F113A285,Museo del Café de Chiapas | Tuxtla Gutiérrez,https://www.facebook.com/museodelcafedechiapas
SB-REST-AUD-9E2CDAE6,Muu Burgers Smash Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/p/Muu-Burgers-Smash-Tuxtla-61573901337868
SB-REST-AUD-90F3AF4F,Nakamura Cocina (@Nakamuracocina),https://www.facebook.com/Nakamuracocina
SB-REST-AUD-8C4ACD74,Napoles pizza | Tuxtla Gutiérrez,https://www.facebook.com/NAPOLESPIZZATUXTLA
SB-REST-AUD-7E8D3D18,Nat Mariscos | Tuxtla Gutiérrez,https://www.facebook.com/people/Nat-Mariscos/61588227272952
SB-REST-AUD-B0EE3FEB,Non Italian pizzería | Tuxtla Gutiérrez,https://www.facebook.com/nonitalianpizzeria
SB-REST-AUD-0A89233A,Oh si Alitas & Makis | Tuxtla Gutiérrez,https://www.facebook.com/p/Oh-si-Alitas-Makis-61572459711473
SB-REST-AUD-A87A8FA8,Oinari | Tuxtla Gutiérrez,https://www.facebook.com/greatfoodchillvibes
SB-REST-AUD-6D4E0793,Ola Mar - Mariscos & Sabor | Tuxtla Gutiérrez,https://www.facebook.com/Olamar.mariscos
SB-REST-AUD-3EC23E87,ONLY WINGS | Tuxtla Gutiérrez,https://www.facebook.com/100078982751829
SB-REST-AUD-E28FBE6C,Orange Hamburguesas al carbón | Tuxtla Gutiérrez,https://www.facebook.com/p/Orange-Hamburguesas-al-carb%C3%B3n-100083827871166
SB-REST-AUD-820018EF,Palermo Marimba | Tuxtla Gutiérrez,https://www.facebook.com/palermopizzasargentinas
SB-REST-AUD-D7F73714,Palermo Pizzas 24 de Junio | Tuxtla Gutiérrez,https://www.facebook.com/Palermo24dejunio
SB-REST-AUD-27EE3ED6,Panda Sushi | Tuxtla Gutiérrez,https://www.facebook.com/pandasushituxtla
SB-REST-AUD-CB25EA95,Pejelagarto Restaurante Caguameria | Tuxtla Gutiérrez,https://www.facebook.com/p/Pejelagarto-Restaurante-Caguameria-100063662344590
SB-REST-AUD-F6F69FEF,Pepe Peppers Wings Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/PepePeppersTuxtla
SB-REST-AUD-F4856053,Pepe's pizza | Tuxtla Gutiérrez,https://www.facebook.com/pepespizzalaoficial
SB-REST-AUD-A8F25340,"Pescados y Mariscos Krishna ""La güera"" | Tuxtla Gutiérrez",https://www.facebook.com/p/Pescados-y-Mariscos-Krishna-La-g%C3%BCera-100057341623784
SB-REST-AUD-E5CC86C9,Pescados y Mariscos “Oelito” Local 31 y 32,https://www.facebook.com/share/1XnPVi3Rg1
SB-REST-AUD-71AB322C,"Piamonte, Pizzas + Galería | Tuxtla Gutiérrez",https://www.facebook.com/PiamontePizzasGaleria
SB-REST-AUD-44D299FE,Picolo'S Pizzeria Palmas | Tuxtla Gutiérrez,https://www.facebook.com/picolospalmas
SB-REST-AUD-F6F773AC,Picolo'SPizzeriaBoulevard | Tuxtla Gutiérrez,https://www.facebook.com/Picolosboulevard
SB-REST-AUD-A6BD3BD1,Picolos Pizzeria Las Palmas - Home,https://www.facebook.com/pages/Picolos-Pizzeria-Las-Palmas/648937305273128
SB-REST-AUD-A92F4993,Pisca de Mar | Tuxtla Gutiérrez,https://www.facebook.com/RestaurantePiscadeMaryTierra
SB-REST-AUD-9C95C04A,Pizza luigi's Tuxtla | Tuxtla Gutiérrez,https://www.facebook.com/100083291383753
SB-REST-AUD-FF1FB8A6,Pizzas Merlinda - హోమ్,https://www.facebook.com/pages/Pizzas-Merlinda/1440993726130831
SB-REST-AUD-C660DF80,"Pizzería El Punto - Home - Tuxtla Gutiérrez, Chiapas",https://www.facebook.com/116756382389415
SB-REST-AUD-A75F684A,Pizzería Luna | Tuxtla Gutiérrez,https://www.facebook.com/61553673758414
SB-REST-AUD-73F585D5,Pochota café (@pochotacafe),https://www.facebook.com/pochotacafe
SB-REST-AUD-43B72F08,Pollo Brujo Chiapas (@Pollobrujoch) - Tuxtla Gutiérrez,https://www.facebook.com/Pollobrujoch
SB-REST-AUD-113C8A64,Portofino Mariscos | Tuxtla Gutiérrez,https://www.facebook.com/portofinomariscos
SB-REST-AUD-9681244D,Pozoleria Susy | Tuxtla Gutiérrez,https://www.facebook.com/p/Pozoleria-Susy-61574710079620
SB-REST-AUD-02767F0E,Praga Arboledas,https://www.facebook.com/praga.arboledas
SB-REST-AUD-5E76E882,Pícaro's Pizza - Tuxtla Gutierrez,https://www.facebook.com/p/P%C3%ADcaros-Pizza-Tuxtla-Gutierrez-61576619758316
SB-REST-AUD-FBB2A8D4,Que show “Hamburguesas y Hot Dogs”,https://www.facebook.com/p/Que-show-Hamburguesas-y-Hot-Dogs-Oficial-61551874440829
SB-REST-AUD-E92ED4CB,Quikin Carnes Asadas & Hamburguesas | Tuxtla Gutiérrez,https://www.facebook.com/quikin.mr
SB-REST-AUD-4A8E6F42,Quinta Chiapas Restaurante | Tuxtla Gutiérrez,https://www.facebook.com/bugambilias.quintachiapas
SB-REST-AUD-950545A3,"Restaurant ""Carmelitas"" | Tuxtla Gutiérrez",https://www.facebook.com/RestaurantCarmelitas
SB-REST-AUD-995822B7,"Restaurant Bar ""Las Pepitas 2.""en El Vergel - Home",https://www.facebook.com/pages/Restaurant-Bar-Las-Pepitas-2en-El-Vergel/534013170124839
SB-REST-AUD-4DA96764,Restaurant Bar El Cocoliso,https://www.facebook.com/p/Restaurant-Bar-El-Cocoliso-100060054079391
SB-REST-AUD-909E63F5,Restaurant Campestre Los Cuates JJ,https://www.facebook.com/p/Restaurant-Campestre-Los-Cuates-JJ-100076416801097
SB-REST-AUD-CC733C10,Restaurant Hong Kong | Tuxtla Gutiérrez,https://www.facebook.com/HongKongTuxtla
SB-REST-AUD-6AA6F19C,Restaurant JR | Tuxtla Gutiérrez,https://www.facebook.com/RestauranteBarJR
